level,kanji_final,kanji_ai,hiragana_katakana,romaji_final,english_ai,pos,example_jp,example_en,usage_note
N4,馬,馬,うま,uma,horse,noun,ウマを飼っている人は多いです。,Many people keep horses.,"common collocations: horse riding, horse racing"
N4,象,象,ぞう,zō,elephant,noun,象は大きい動物だね。,Elephants are big animals.,
N4,きりん,きりん,きりん,kirin,giraffe,noun,キリンは、長い首が特徴的だね。,Giraffes are known for their long necks.,
N4,猿,猿,さる,saruu,monkey,noun,モンキーは、木の枝にすむ動物だね。,Monkeys live in the trees.,
N4,が,が,～うまれる（～（が）生まれる）,ga,to be born,verb,彼は昨日生まれた赤ちゃんだ。,He is a baby who was born yesterday.,
N4,赤ちゃん,赤ちゃん,あかちゃん,akachan,baby,noun,彼女は、赤ちゃんを抱いて歩いている。,She is walking while holding the baby.,
N4,が,が,～しぬ（～（が）死ぬ）,ga,to die,verb,彼の父親は昨日亡くなった。,His father passed away yesterday.,
N4,を,を,～かう（～（を）飼う）,sau(woto) kau (woto) kaeru,to keep (a pet) / raise (an animal),verb,"(Watashi wa) kawaii neko o miru to, (motto) ~kai ni ikimasu.","When I see cute cat, I'll take it home.",~kau is a causative form of kaeru.
N4,えさ,えさ,えさ,esa,food (for animals) / bait,noun,"Inu no esaga, kore o tabete kudasai.",Here's your dog's food. Please eat it.,
N4,やる,やる,やる,yaru,to give (to an animal/plant),verb,Kodomo ni neko o yatta.,I gave a cat to my child.,
N4,散歩［する］,散歩,さんぽ［する］,sanpo(su),a walk / to take a walk,"noun, verb",(Minna ga) yūenchi ni sanpo shimasu.,Let's go for a walk in the park.,
N4,鼠,鼠,ねずみ,nezumi,mouse/rat,noun,Nezumimushi wa mūsu o tsukamu.,Mice can carry disease.,
N4,兎,,うさぎ,uusi,rabbit,noun,うさぎは、公園で遊んでいる。,The rabbit is playing in the park.,Rabbit can refer to both a wild animal and a domesticated pet. It's often used in casual settings or when talking about animals more broadly.
N4,鳥,鳥,とり,tori,bird,noun,"Tori no utagau no, sora ni iku!",The birds are singing. Let's go outside!,
N4,蛇,蛇,へび,hebi,snake,noun,Hedoban wa hebito yūjō o tsukamu.,Venom is carried by snakes.,
N4,熊,熊,くま,kuma,bear,noun,Kumasan wa kawa no mizu ni ikimasu.,Bears are going to the river for water.,
N4,鹿,鹿,しか,shika,deer (very common in areas like Nara or Miyajima),noun,Shikasho wa kawa no mizu ni ikimasu.,Deer are going to the river for water.,
N4,狐,狐,きつね,kitsune,fox,noun,Kitsunesho wa sora no ue o tsukamu.,Foxes can fly.,
N4,撫でる,,なでる,naderu,to pet / stroke (an animal),verb,猫をなでる,To pet the cat.,
N4,しっぽを振る,,しっぽをふる,shippou o furu,to wag a tail,verb,犬のしっぽをふる,The dog wags its tail.,
N4,吠える,,ほえる,hoeru,to bark,verb,犬がほえる,The dog is barking.,
N4,花が咲く,,はながさく,hanagasaku,flowers bloom,verb,花が咲く,The flowers are blooming.,
N4,葉が落ちる,,はがおちる,hanagochiru,leaves fall,verb,葉が落ちる,The leaves are falling.,
N4,公園,,こうえん,kōen,park,noun,公園で散歩する,To take a stroll in the park.,
N4,芝生,,しばふ,shiba,lawn / grass,noun,芝生をくぐる,To walk through the lawn.,
N4,池,,いけ,ike,pond,noun,池の水を飲む,To drink water from the pond.,
N4,虫,,むし,mushi,bug / insect,noun,虫が飛ぶ,The bug is flying.,
N4,自然,,しぜん,shizen,nature,noun,自然を愛する,To love nature.,
N4,体,体,からだ,karada,body,noun,私は健康に気をつけて、毎日運動する。,I pay attention to my health and exercise every day.,
N4,～にいい,,～にいい,ni ii,good for ~,adverb,このホテルは東京にいいですよ。,This hotel is good for Tokyo.,commonly used in tourist information contexts
N4,悪い,悪い,わるい,warui,bad,adjective,あの映画を見た後、気持ちが悪いです。,"After watching that movie, I feel bad.",
N4,ジョギング［する］,,ジョギング［する］,jogingu,jogging / to jog,"noun, verb",私は朝、ジョギングするように毎日出かけます。,I go out every morning to jog.,
N4,ダイエット［する］,,ダイエット［する］,daito,diet / to be on a diet,"noun, verb",私は最近ダイエットを始めたので、食事に注意しています。,"Since I started a diet recently, I'm being careful about my food intake.",
N4,が,,～つづく（～（が）続く）,tsuzuku,to continue / last,verb,この仕事は明日まで続くことになっています。,This job is going to last until tomorrow.,
N4,病気,病気,びょうき,byōki,illness / sickness,noun,私は最近、ひどいびょうきにかかっている。,I've been seriously ill recently.,
N4,に,,～なる（～（に）なる）,naru,to become / to get (an illness),verb,彼は最近健康を気にしていないので、いつのまにかかぜになりました。,"He didn't take care of his health recently, so he suddenly caught a cold.",
N4,かぜ,かぜ,かぜ,kaze,a cold,noun,私は昨日、ひどいかぜにかかった。,I caught a bad cold yesterday.,
N4,を,,～ひく（～（を）ひく）,hi ku,to catch (a cold),verb,この雨にあたったら、かぜになってしまいますよ。,"If you get wet in this rain, you'll catch a cold.",
N4,せき,,せき,sekki,cough,noun,~ ga atta.,I have a cough.,
N4,が,ga,～でる（～（が）出る）,deru (ga deru),to have (a cough) / to come out,verb phrase,~ ga deru.,I'm coming down with a cough.,
N4,熱,,ねつ,netsu,fever,noun,~ ga arimasu.,I have a fever.,
N4,が,ga,～ある（～（が）ある）,aru (ga aru),to have (a fever),verb phrase,~ ga arimasu.,I have a fever.,
N4,体の調べ,,からだのしらべ,kada no shirabe,checking the body / physical exam,noun,体の調べは定期的に行っています。,We regularly conduct bodily examinations.,This is a noun.
N4,のど,,のど,nodo,throat,noun,~ ga itai.,My throat hurts.,
N4,が,ga,～いたい（～（が）痛い）,itai (ga itai),~/ hurts / painful,adjective phrase,~ ga itai.,My throat hurts.,
N4,薬,,くすり,kusa-ri,medicine,noun,~ o nomu.,To take medicine.,
N4,を,o,～のむ（～（を）飲む）,nomu (o nomu),to take (medicine) / to drink,verb phrase,~ o nomu.,To take medicine.,
N4,（お）だいじに（（お）大事に）,,（お）だいじに（（お）大事に）,(o)daiji ni ((o)o-daiji-ni),Get well soon / Take care,phrase,~ o da-yo!,Get well soon!,
N4,を,o,～やすむ（～（を）休む）,yasumu (o yasumu),to rest / take a day off,verb phrase,~ o yasu.,To rest.,
N4,が,,～なおる（～（が）治る）,~naru (~ga nyōru),to get better / to be cured,verb,~gyaku wa yūkō shita.,The~get better.,
N4,心配［する］,,しんぱい［する］,shinpai [suru],worry / to worry,noun/verb,~ o tsukamu no wa arimasen.,I~nothing.,
N4,が,,～へる（～（が）減る）,~beru (~ga supparu),to decrease,verb,~suru you ni narimashita.,It~became smaller.,
N4,が,,～ふえる（～（が）増える）,~fueru (~ga kaeru),to increase,verb,~suru you ni natta.,It~became bigger.,
N4,たばこ,,たばこ,tabako,cigarette / tobacco,noun,Tabako o yūshi suru koto wa yūshū ni tsuite arimasu.,Smoking is forbidden.,
N4,を,,～やめる（～（を）やめる）,~yameru (~ga yameru),to quit / stop,verb,~suru koto o tsukamu.,I~quit.,
N4,を,,～すう（～（を）吸う）,~suu (~ga suu),to smoke,verb,~suru hōdō wa arimasen.,I don't~.,
N4,～すぎ,,～すぎ,~sugi,too much ~,adverb,~no hon o kau.,I'll buy a~book.,
N4,お酒,,おさけ,osae,alcohol / sake,noun,お酒を飲むと落ち着くよ。,Drinking alcohol helps me relax.,
N4,乾杯,,かんぱい,kampai,Cheers!,phrase,Kampai!,Cheers!,
N4,酔っぱらう,,よっぱらう,yopparai,to get drunk,verb,~suru koto o tsukamu.,I~.,
N4,気分,,きぶん,ki-bun,feeling / mood,noun,今日の気分は悪いね。,I'm in a bad mood today.,
N4,を,,～する（～（を）する）,~(wa) suru,to feel (a certain way),verb,今日は疲れているので、寝る気分になる。,"I'm feeling too tired to do anything, so I'll go to bed.",
N4,吐く,,はく,ha-ku,to vomit / throw up,verb,昨日は何か食べ過ぎて、吐いた。,I ate too much yesterday and I threw up.,
N4,危ない,,あぶない,abunai,dangerous,adjective,この道は危ないので、気をつけて歩きなさい。,"This road is dangerous, so be careful and walk slowly.",
N4,けが［する］,,けが［する］,kega[ suru],injury / to get injured,noun/verb,昨日の事故でけがをした。,I was injured in yesterday's accident.,
N4,気をつける,,きをつける,ki o tsukeru,to be careful,verb,交通事故を起こした場合、気をつけてください。,"In case of a traffic accident, please be careful.",
N4,に,,～さわる（～（に）触る）,~sa waru,to touch,verb,この物は熱いので、手を触らないようにしてください。,"This object is hot, so please don't touch it.",
N4,痛いっ,,いたいっ,itai,Ouch!,interjection,,ouch!,
N4,やけど［する］,,やけど［する］,yageto[ suru],burn / to get burned,noun/verb,昨日の事故でやけどをした。,I got burned in yesterday's accident.,
N4,お腹,,おなか,onaka,stomach / tummy,noun,,my stomach hurts.,
N4,頭,,あたま,atama,head,noun,あたまが痛い,My head hurts.,
N4,歯,,は,ha,tooth,noun,はをとる,To pull a tooth.,
N4,目,,め,me,eye,noun,めにターミネーターを見た,I saw Terminator with my eyes.,
N4,耳,,みみ,mimi,ear,noun,みみが痛い,My ear hurts.,
N4,鼻,,はな,hana,nose,noun,はなが大きくてかわいい,His nose is big and cute.,
N4,歯医者,,はいしゃ,haisya,dentist,noun,はしやにに行った,I went to the dentist.,
N4,マスク,,マスク,masuku,face mask,noun,マスクを着いた,She wore a face mask.,
N4,日本語,,にほんご,nihongo,Japanese language,language,日本語は難しい,The Japanese language is difficult.,
N4,勉強［する］,,べんきょう［する］,benkyou[suru],study / to study,verb/noun,「読む」という本のことを調べるため、べんきょうしている,I am studying the book that explains how to read.,
N4,授業,,じゅぎょう,jugyou,class / lesson,noun,授業はいつ終わる?,When is the class going to end?,
N4,始まる,,はじまる,hajimaru,to begin / start,verb,,,
N4,終わる,,おわる,owaru,to end / finish,verb,,,
N4,覚える,,おぼえる,obueru,to memorize / remember,verb,,,
N4,試験,,しけん,shiken,exam / test,noun,,,
N4,を,,～うける（～（を）受ける）,ukeru (to take an exam),to take (an exam),verb,,,
N4,頑張る,,がんばる,ganbaru,to do one's best,verb,,,
N4,質問［する］,,しつもん［する］,shitsumon (to ask a question),question / to ask a question,noun/verb,,,
N4,答える,,こたえる,kotae,to answer,verb,彼はこの問題を答えるのが得意です。,He is good at answering this question.,Used when you want to indicate someone's ability or skill in giving a specific response.
N4,先生,,せんせい,sensei,teacher / professor,noun,,,
N4,に,,～きく（～（に）聞く）,kiku (to ask the teacher),to ask (the teacher),verb,,,
N4,辞書,,じしょ,jisho,dictionary,noun,,,
N4,を,~わにい(そん~ぶこ),～ひく（～（を）引く）,~hikurūu,to look up (in a dictionary),verb phrase,トィはめいを明角させら、代更を表示した,I looked up the word in a dictionary and checked my answers.,often used with dictionaries
N4,調べる,郩にめい,しらべる,shiraberu,to investigate / look into,verb,囟川を明角した,I investigated the company.,can be used for various investigations
N4,意味,けがぶ,いみ,imi,meaning,noun,にら、たを明角した,I looked up the meaning of the word.,can refer to various meanings
N4,わかる,っいぶ,わかる,wakaru,to understand,verb,たを明角した,I understood the word.,can be used for various understanding
N4,練習［する］,食なま[め],れんしゅう［する］,renshū[ suru ],practice / to practice,verb phrase,トィを食なますうた,I will practice the word.,can be used for various practices
N4,作文,介工,さくぶん,sakubun,essay / composition,noun,はすうため介工を分よますうた,I will write an essay.,can refer to various types of compositions
N4,を,~に(そん~ぶこ),～かく（～（を）書く）,~kaku,to write,verb phrase,トィめいを左はすうた,I will write the word.,can be used for various writings
N4,を,~ま(そん~ぶこ),～だす（～（を）出す）,~dasu,to hand in / submit,verb phrase,トィめいを分ますうた,I will hand in the word.,can be used for various submissions
N4,宿題,宣數,しゅくだい,shukudai,homework,noun,はすうたを宣數めいを分ますうた,I will hand in my homework.,often refers to schoolwork
N4,成績,完台,せいせき,seiseki,grades / results,noun,にら、いを明角したを完台めいを表示した,I looked up the results of my test and checked my grades.,
N4,が,が,～いい（～（が）いい）,too good (it) is,[grades] are good,adverbial phrase,これはおもしろいが、難しい。,This is interesting but difficult.,
N4,仕事,,しごと,shigoto,work / job,noun,仕事は毎日大変だ,Work is very difficult every day.,"This term refers to work, including both paid employment and other forms of activity like housework or volunteerism."
N4,働く,働く,はたらく,hatasu,to work,verb,"毎日
が
仕事をしている。","Every day, I am working.",
N4,忙しい,忙しい,いそがしい,isogashii,busy,adjective,"今日は、仕事が
いそしいため
家に帰る時間がない。","Today is busy because of work, so I have no time to go back home.",
N4,を,を,～てつだう（～（を）手伝う）,te-tudau,to help / assist,verb,"今日は
私が
先生に
手伝うことになっている。","Today, I have to help the teacher.",
N4,会議,会議,かいぎ,kaigi,meeting,noun,"今日は
会議があるので、早く部屋に入って
席を確めないと困る。","Today, there is a meeting so I have to get into the room early and reserve my seat.",
N4,に,に,～でる（～（に）出る）,deru,to attend / participate in (a meeting),verb,"今日
会議
に参加することになっている。","Today, I have to participate in the meeting.",
N4,準備［する］,準備,じゅんび［する］,jyuni-bi [suru],preparation / to prepare,noun / verb,"今日の
会議に
参加するため
じゅんびをしておく必要がある。","Today, I have to attend the meeting, so I need to prepare.",
N4,パソコン,パソコン,パソコン,pasokon,PC / laptop,noun,"今日は
パソコンを使って
仕事をする。","Today, I am using a PC to work.",
N4,を,を,～つかう（～（を）使う）,tsuka-u,to use,verb,"今日は
パソコンを使う必要があるので
使い方も調べることになっている。","Today, I have to use a PC so I need to learn how to use it.",
N4,レポート,レポート,レポート,reporto,report / paper,noun,"今日
レポートを書く時間があるので、早く始めてみる。","Today, I have time to write a report, so let me start it early.",
N4,作ると,作ると,つくると,tsukuru to,when making/creating,adverb,"学生が

を作ると、学校の

で発表することができます。","When the students make a project, they can present it at school.",
N4,に,に,～なる（～（に）なる）,naru,to become / to be useful,verb,"この本は

になるだろう。",This book will be useful.,
N4,黒板,黒板,こくばん,kokuban,blackboard,noun,"授業で

を使っています。",We use the blackboard for class.,"Note: The kana is ""こくばん"", but I've included the kanji form in case the user prefers it."
N4,休憩［する,休憩［する,きゅうけい［する］,kyūkei [suru],break / to take a break,"noun, verb","休憩を取って、

をします。",Take a break and do your homework.,
N4,合格［する］,合格［する,ごうかく［する］,gōkaku [suru],to pass (an exam),"noun, verb","

したので、学生は

を受けます。","Because he passed the test, the student can graduate.",
N4,不合格,,ふごうかく,fukugakaku,fail (an exam),noun,彼は試験で**ふごうかく**でした。,He failed the exam.,Fail is used to describe the result of an unsuccessful attempt at an exam.  
N4,鉛筆,鉛筆,えんぴつ,enpitsu,pencil,noun,"

を書きます。",I write with a pencil.,
N4,消しゴム,消しゴム,けしごむ,kesigomu,eraser,noun,"

を使って、

を消します。",I use an eraser to erase my mistakes.,
N4,残業［する］,残業［する,ざんぎょう［する］,zangyō [suru],overtime work / to work overtime,"noun, verb","

したので、会社は

を決めました。","Because they worked overtime, the company decided to give them a raise.",
N4,名刺,名刺,めいし,meishi,business card,noun,"

を配ります。",I distribute business cards.,
N4,給料,給料,きゅうりょう,kyūryō,salary / pay,noun,"

は、月に

が払われます。",The salary is paid every month.,
N4,電話に出る,,でんわにでる,denwa ni deru,to answer the phone,verb,王は抌プロです。,He is answering the phone.,common verb for answering calls
N4,コピー［する］,,コピー［する］,kopi shu,to photocopy,verb,シイルをザメターさい。,I will photocopy the document.,common verb for copying documents
N4,王た,王た,（お）しょうがつ（（お）正月）,(o)shougatsu,New Year's,noun,日朝は時閝できべ、欢本じりいです。,The New Year is a time for renewal and reflection.,most common way to refer to the Japanese New Year
N4,神社にお参りする,欢本を放さい,じんじゃにおまいりする,jinja ni omairi suru,to visit a shrine to pray,verb,欢本らは人を发さい。,The shrine is visited by many people.,common verb for visiting shrines to pray
N4,に,ま,～あつまる（～（に）集まる）,~atsumaru (~/ni tsudamu),to gather (at),verb,をにれまい。,They will gather at the park.,common verb for coming together in a group
N4,パーティー,PAATII,パーティー,paatii,party,noun,プロサを上でくさい。,Let's go to the party.,direct loanword from English
N4,を,めへらを凃でから。,～ひらく（～（を）開く）,~hiraku (~/o Hiraku),to hold / host (a party),verb,プロサを凃でい。,They are hosting a party.,common verb for organizing and attending parties
N4,予定,预じりべを本でくだ,よてい,yotei,plan / schedule,noun,年は预じりべを劍安が、本でくだ。,"This year, I have a plan to travel and study.",common noun for organizing and arranging events
N4,結婚式,学ん止ら,けっこんしき,kekkonsiki,wedding ceremony,noun,プヨヴァです。,The wedding ceremony is about to begin.,common noun for the Japanese wedding tradition
N4,招待［する］,,しょうたい［する］,shotai suru,invitation / to invite,verb,招待する必要があります。,An invitation is required.,can be used with other words or phrases such as 依頼 (a request)
N4,に,ま,～でる（～（に）出る）,~deru (~/ni deru),to attend (a wedding),verb,をはらまい。,They are attending the wedding.,common verb for participating in a wedding
N4,を,を,～あげる（～（を）あげる）,ageru,to give,verb,（）をあげました。,I gave it to him.,
N4,喜ぶ,,よろこぶ,yorokobu,to be glad / pleased,verb,スキーを始めて、よかったので喜んだ。,I was happy to start skiing.,
N4,に,に,～きまる（～（に）決まる）,kimaru,to be decided,verb,タイムテーブルが決まりました。,The time table has been decided.,
N4,,nan,（お）れい（（お）礼）,orei,thanks / gratitude / return gift,noun,(）をもらいましたが、返します。,I received a (return gift) and will give it back.,
N4,を,を,～いう（～（を）言う）,iu,to say (thanks),verb,(）をいってくれてありがとう。,Thanks for saying thanks.,
N4,に,に,～よる（～（に）よる）,yoru,to stop by,verb,来週、きみの家に寄ります。,I will visit your house next week.,
N4,プレゼント,,プレゼント,purezento,present,noun,プレゼントは、キティにあげた。,The present was given to Kitty.,
N4,を,を,～えらぶ（～（を）選ぶ）,erabu,to choose / select,verb,あなたの好きなものを選んでください。,Please choose what you like.,
N4,を,を,～もらう（～（を）もらう）,morau,to receive,verb,(）をもらいました。,I received a present.,
N4,を,を,～くれる（～（を）くれる）,kureru,to give (to me/us),verb,(）をください。,Please give it to us.,
N4,て,~て,～あげる（～（て）あげる）,~te-agaru,[grammar] to do something for someone,phrase,彼に食事を用意した。,I prepared a meal for him.,often used as ~てあげる
N4,て,~て,～くれる（～（て）くれる）,~te-kureru,[grammar] someone does something for me,phrase,彼は私に電話をやった。,He called the phone to me.,often used as ~てくれる
N4,て,~て,～もらう（～（て）もらう）,~te-moru,[grammar] to have someone do something for me,phrase,彼に家事を頼んだ。,I asked him to do the household chores.,often used as ~てもらう
N4,奥さん,,おくさん,okusan,(someone else's) wife,n,奥さん、お仕事頑張ってね。,"Mrs. Smith, good luck with your job.",A polite and respectful term used for a woman married to someone else.
N4,ご主人,,ごしゅじん,goshujin,(someone else's) husband,noun,彼女のご主人さんは、東京で働いている。,Her husband works in Tokyo.,formal or polite
N4,～によろしく,~によろしく,～によろしく,~ni-yoroshiku,give my regards to ~,phrase,彼女に、私の家に行ってもらいたい。,I would like you to visit my home.,polite
N4,を,~を渡す,～わたす（～（を）渡す）,~o-watasu,to hand over,verb,彼女は私に手紙を渡した。,She handed me a letter.,
N4,が,~が必要,～ひつよう［な］（～（が）必要［な］）,~ga-hitsuyou,necessary,adjective,この本は、英語を勉強する人にとって非常に必要です。,This book is very necessary for those who study English.,
N4,安心［する］,,あんしん［する］,anjin,relief / to feel relieved,noun/verb,このニュースは私に安心を与えた。,This news gave me a sense of relief.,
N4,て,~てよかった,～よかった（～（て）よかった）,~te-yokatta,I’m glad that ~,phrase,彼が東京の家に戻ってきたことが分かったとき、私は喜んでいた。,"When I heard he had returned home to Tokyo, I was glad.",
N4,（お）みまい（（お）見舞い）,,（お）みまい（（お）見舞い）,(o)mimei,well gift,noun,彼は彼女に、結婚のために贈られたおみやがいに感謝した。,He was grateful for the well-wishing gifts he received on his wedding.,
N4,に,,～いく（～に行く）,~iku (~ ni iku),to go (to visit someone),verb,明日は東京にいきます。,I will go to Tokyo tomorrow.,
N4,て,,～あげる（～（て）あげる）,~ageteru (~ te ageteru),to do something for someone,verb,花を友達の母にあげました。,I gave flowers to my friend's mother.,
N4,おかげさまで,,おかげさまで,okagesama de,thanks to you (polite expression of gratitude),phrase,おかげさまでこの度のご賞を受けさせていただきました。,"Thanks to you, I received this award.",
N4,退院［する］,,たいいん［する］,taiiin [suru],to be discharged from the hospital,verb,病院から退院しました。,I was discharged from the hospital.,
N4,おめでとう［ございます］,,おめでとう［ございます］,ome de to [gozaimasu],Congratulations!,expression,友達に結婚したのでおめでとうございます。,Congratulations on getting married!,
N4,て,,～くれる（～（て）くれる）,~kureru (~ te kureru),someone does something for me,verb,花を友達が手に入れてくれた。,My friend brought flowers for me.,
N4,て,,～もらう（～（て）もらう）,~morau (~ te morau),to have someone do something for me,verb,花を友達の母にあげてもらう。,I asked my friend's mother to give flowers.,
N4,気持ち,,きもち,kimochi,feeling / gratitude,noun,気持ちが良いです。,I feel good about it.,
N4,を,,～こめる（～（を）込める）,~komeru (~ o komeru),to put (one’s heart/feelings) into something,verb,愛を絵の中に込めています。,I put my love into the painting.,
N4,て,,～おく（～（て）おく）,~oku (~ te oku),to do something in advance / keep something in a certain state,verb,宿題を明日までに終わらせます。,I will finish my homework by tomorrow.,
N4,感じ,,かんじ,kanji,feeling / impression,noun,この映画は感動的な感じがします。,This movie leaves a strong impression.,
N4,が,~が,～する（～（が）する）,~ga suru,to feel (a certain way) / to have a smell or sound,verb,,,
N4,宴会,宴会,えんかい,enkai,banquet / formal party,noun,エンカイが始まった,The banquet began.,
N4,式場,式場,しきじょう,shikijo,ceremony hall / venue,noun,,,
N4,新郎,新郎,しんろう,shinrou,the groom,noun,,,
N4,新婦,新婦,しんぷ,shinpū,the bride,noun,,,
N4,スピーチ,スピーチ,スピーチ,supīchi,speech (very common at Japanese weddings),noun,,,
N4,二次会,二次会,にじかい,niji kai,"the ""after-party"" (usually at a bar or karaoke)",noun,,,
N4,回復［する］,回復[する],かいふく［する］,kaifuku [suru],recovery / to recover,verb/noun,,,
N4,お大事に,,おだいじに,odaijini,"""Please take care of yourself"" (Essential phrase when leaving a hospital visit)",phrase,,,
N4,お見舞い品,お見舞い品,おみまいひん,omimaihin,"well gift (often fruit or flowers, but avoid potted plants as they imply ""staying rooted"" in the hospital!)",noun,,,
N4,退院祝い,,たいいんいわい,taiiin iwai,a gift to celebrate someone being discharged,noun,病院から退院したあと、家族は大きな紙袋に入った「たいいんいわい」を持って帰りました。,"After getting discharged from the hospital, the family brought home a large paper bag containing ""a gift to celebrate someone being discharged"".",
N4,お世話になる,,おせわになる,osewa ni naru,to be in someone's care / to be indebted to someone,verb,おじいさんに、おせわになります。,I'm in Uncle's care.,
N4,手土産,,てみやげ,temiya ge,"a small ""hand gift"" brought when visiting a home",noun,おじいさんに、おかえりなさいと言いながら、手土産を渡しました。,I handed over a hand gift saying 'welcome back' to Grandpa.,
N4,お裾分け,,おすそわけ,osusowake,sharing a portion of a gift you received with someone else,noun,新年の挨拶で、おすそわけをしてあげました。,I gave some of the New Year's gift to my friend.,
N4,感謝［する］,,かんしゃ［する］,kansha [suru],gratitude / to thank someone formally,"noun, verb",感謝の気持ちを込めて、先生に手紙を書きました。,I wrote a letter to the teacher with gratitude in my heart.,
N4,子供,,こども,kodomo,child,noun,小さい子供は、外に遊びに行かないと言われています。,Small children are not allowed to go out and play.,
N4,小学生,,しょうがくせい,shougaku sei,elementary school student,noun,小学生は毎日、勉強をしてきました。,Elementary school students studied every day.,
N4,に,,～なる（～（に）なる）,naru (ni naru),to become,verb,明日、大学生になります。,"Tomorrow, I will become a university student.",
N4,に,,～あう（～（に）会う）,au (ni au),to meet,verb,明日、友達と会います。,"Tomorrow, I will meet my friend.",
N4,に,,～にている（～（に）似ている）,nitte iru (ni nitteiru),to resemble / look like,verb,その猫は、子犬に似ていました。,The cat resembled a puppy.,
N4,を,を,～おもいだす（～（を）思い出す）,omoidasu,to remember/recall,verb,彼は昔のことを思い出す。,He remembers things from the past.,
N4,中学生,中学生,ちゅうがくせい,chūgakusei,junior high school student,noun,中学生が学校に登る,Junior high school students are going to school.,
N4,高校生,高校生,こうこうせい,kōkōsei,high school student,noun,彼は高校生です。,He is a high school student.,
N4,大学生,大学生,だいがくせい,daigaku-sei,university student,noun,大学生が学習する,University students are studying.,
N4,に,に,～はいる（～（に）入る）,hairu,"to enter (e.g., school)",verb,彼は学校に入る。,He enters the school.,
N4,卒業［する］,卒業,そつぎょう［する］,sotsugyō,graduation/to graduate,noun/verb,彼は今年の春に卒業する。,He will graduate this spring.,Graduation ceremonies typically occur in the spring for high school students.
N4,が,が,～きまる（～（が）決まる）,kimaru,"to be decided (e.g., a job)",verb,彼の将来の職業が決まる。,His future profession is decided.,
N4,を,を,～はじめる（～（を）始める）,hajimeru,to start (something),verb,彼は新しい仕事を始める。,He starts his new job.,
N4,が,が,～はじまる（～（が）始まる）,hajimaru,(something) starts,verb,彼の新しい仕事が始まる。,His new job starts.,
N4,一人暮らし［する］,一人暮らし,ひとりぐらし［する］,hitorigurashi,living alone/to live alone,noun/verb,彼は一人暮らしをしている。,He lives alone.,
N4,引っ越し［する］,,ひっこし［する］,hikkoshi[suru],moving (house) / to move,"verb, noun",引っ越しが済んだ。,The moving is done.,
N4,に,~,～つとめる（～（に）勤める）,~tomete(ru)(~(ni)kinmete(ru)),to work for / be employed at,"verb, phrase",~がうまくいっている。,Things are going well at my job.,
N4,に,~,～なれる（～（に）慣れる）,~nareru(~(ni)naru),to get used to / get accustomed to,"verb, adjective",~したら、すぐに慣れた。,"After a while, I got used to it.",
N4,結婚［する］,,けっこん［する］,kekkon[suru],marriage / to get married,"noun, verb",~した。,I got married.,
N4,離婚［する］,,りこん［する］,rikon[suru],divorce / to get divorced,"noun, verb",~するつもりだ。,I plan on getting a divorce.,
N4,出産［する］,,しゅっさん［する］,shussan[suru],childbirth / to give birth,"noun, verb",~した。,I gave birth.,
N4,を,~,～そだてる（～（を）育てる）,~sodateru(~(o)sodate),to raise / bring up (a child),"verb, phrase",~することが大切だ。,Raising children is very important.,
N4,が,~,～そだつ（～（が）育つ）,~sodatsu(~(ga)sodate),to grow up,"verb, adjective",~すると、意識が高まってくる。,"As you grow older, your consciousness increases.",
N4,死ぬ,,しぬ,shinu,to die,verb,~ました。,He died.,
N4,を,~,～なくす（～（を）亡くす）,~naku(su)~(o)naku(su),to lose (someone),"verb, phrase",~した。,I lost him.,
N4,が,,～なくなる（～（が）亡くなる）,~naku naru,to pass away (polite),verb,~naku narimasu yo.,He has passed away.,
N4,～歳,,～さい,~sai,~ years old,adjective,10~nensai desu.,He is 60 years old.,
N4,幼稚園,,ようちえん,yōchien,kindergarten,noun,Yōchien ni itta yo.,I went to kindergarten.,
N4,塾,,じゅく,juku,cram school (very common for Japanese students),noun,Juku ni ikimasu.,I'm going to cram school.,
N4,留守番,,るすばん,rusuban,staying home alone (looking after the house),noun,Rusuban ni naru yo.,I'll be staying home alone.,
N4,いじめ,,いじめ,ijime,bullying,noun,Ijime o torarete imasu.,I'm being bullied.,
N4,入学［する,,にゅうがく［する］,~nyūgaku [suru],entrance to school / enrollment,noun/verb,~nyūgaku shita yo.,I'm enrolled in the program.,
N4,独身,,どくしん,dokushin,single / unmarried,noun,Dokushin desu yo.,I'm single.,
N4,就職［する］,,しゅうしょく［する］,~shūshoku [suru],finding employment / getting a job,noun/verb,~shūshoku shita yo.,I got a job.,
N4,転勤［する］,,てんきん［する］,~tenkin [suru],job transfer (moving to a different office/city for work),noun/verb,~tenkin shimasu.,I'll be transferred to another office.,
N4,昇進［する］,,しょうしん［する］,shōshin [suru],promotion,noun (名詞),彼は最近昇進したと聞いた。,I heard that he was promoted recently.,
N4,定年,,ていねん,teinein,retirement age,noun (名詞),彼女の定年は明日だ。,Her retirement age is tomorrow.,
N4,老後,,ろうご,rōgo,retirement years / old age,noun (名詞),おじいさんは老後を健康に過ごした。,My grandfather spent his retirement years in good health.,
N4,先祖,,せんぞ,senzo,ancestor,noun (名詞),彼の先祖は戦国時代に活躍した。,His ancestors were active in the Warring States period.,
N4,親戚,,しんせき,shinseki,relative,noun (名詞),私は彼の親戚です。,I am his relative.,
